Account Name,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@BBCWorld,0.0,Mar-31-2018 00:38:37,1.0,0.0,0.0,In pictures: The churches of Lalibela in Ethiopia https://t.co/9GlKDomFOo,1
@BBCWorld,0.0,Mar-30-2018 23:56:50,1.0,0.0,0.0,Breaking the period taboo in Pakistan https://t.co/zYqf0Us2fI,2
@BBCWorld,0.0,Mar-30-2018 23:51:49,1.0,0.0,0.0,The men who had millions of lives in their hands https://t.co/bCDHwa18TE,3
@BBCWorld,-0.5719,Mar-30-2018 23:49:19,0.748,0.252,0.0,"Costa Rica polls: 'People hate us, we might move to Spain' https://t.co/Irr88AL04W",4
@BBCWorld,-0.4939,Mar-30-2018 23:29:22,0.686,0.314,0.0,The country where children fear election time https://t.co/Ns92Bo3Oq2,5
@BBCWorld,0.0,Mar-30-2018 23:24:44,1.0,0.0,0.0,Week in pictures: 24 - 30 March 2018 https://t.co/iS4Cvu0Am0,6
@BBCWorld,0.0,Mar-30-2018 23:07:50,1.0,0.0,0.0,"Prince Laurent: €46,000 blow for Belgium's 'cursed prince' https://t.co/FauI5N9jNo",7
@BBCWorld,0.0,Mar-30-2018 22:01:24,1.0,0.0,0.0,North Korea sanctions: UN blacklists shipping firms https://t.co/URRJ9FYvSX,8
@BBCWorld,0.1531,Mar-30-2018 21:43:33,0.38,0.291,0.329,Iowa man wins legal battle to say hometown stinks https://t.co/L0Yxag5UGd,9
@BBCWorld,0.0,Mar-30-2018 19:15:36,0.729,0.135,0.135,Mauritania court gives toughest sentence for slave owners https://t.co/JgcmnJy1DV,10
@BBCWorld,0.0,Mar-30-2018 18:48:07,1.0,0.0,0.0,Police shot unarmed US man '7 times in back' https://t.co/XhBhOwZfw6,11
@BBCWorld,0.0,Mar-30-2018 17:32:08,1.0,0.0,0.0,Schwarzenegger has heart surgery https://t.co/7q1nkfhBuK,12
@BBCWorld,0.0,Mar-30-2018 17:19:55,1.0,0.0,0.0,Ronaldo statue: Sculptor Emanuel Santos takes another shot at bust https://t.co/uJ7u1IS5uN,13
@BBCWorld,-0.7906,Mar-30-2018 17:05:13,0.562,0.438,0.0,Texas woman jailed for five years for 'accidental' voter fraud https://t.co/x0oGoCCEED,14
@BBCWorld,-0.4588,Mar-30-2018 16:48:14,0.645,0.258,0.097,Parkland student David Hogg rejects Fox News host's apology https://t.co/bt9Eu2uCbB,15
@BBCWorld,0.34,Mar-30-2018 16:46:04,0.769,0.0,0.231,Kosovo security chiefs sacked after six Turks deported https://t.co/ECtnW0DivL,16
@BBCWorld,0.3252,Mar-30-2018 14:35:32,0.774,0.0,0.226,Noor Salman: Pulse nightclub shooter's widow not guilty https://t.co/afpEyQwyDJ,17
@BBCWorld,-0.7783,Mar-30-2018 13:43:56,0.541,0.459,0.0,Vatican: Pope did not say there is no hell https://t.co/k9htWRJoNF,18
@BBCWorld,0.0,Mar-30-2018 13:41:07,1.0,0.0,0.0,Scammers impersonate French first lady Brigitte Macron https://t.co/SE4Wy6tWPB,19
@BBCWorld,-0.3182,Mar-30-2018 13:01:35,0.753,0.247,0.0,Lindsay Lohan loses GTA V privacy case appeal https://t.co/es4JwTwbFC,20
@BBCWorld,-0.7964,Mar-30-2018 12:56:56,0.496,0.504,0.0,Syria war: Turkey's Erdogan rejects French mediation offer https://t.co/aPHKNjOvSs,21
@BBCWorld,0.0,Mar-30-2018 12:54:35,1.0,0.0,0.0,Kim Jong-un visit: What else crosses the China-North Korea border? https://t.co/lPmI1xe0LS,22
@BBCWorld,-0.6124,Mar-30-2018 12:21:15,0.615,0.385,0.0,"China's 'Jack the Ripper', Gao Chengyong, sentenced to death https://t.co/e8NAzpiKr2",23
@BBCWorld,0.0,Mar-30-2018 12:14:19,1.0,0.0,0.0,Test-launch footage of Russian ballistic missile Satan 2 https://t.co/X7CXi0R8Ss,24
@BBCWorld,-0.7506,Mar-30-2018 12:04:18,0.484,0.516,0.0,Spy poisoning: Russia expels 'unfriendly' Western diplomats https://t.co/BKgQvPNzfc,25
@BBCWorld,-0.7783,Mar-30-2018 11:04:58,0.57,0.43,0.0,"Coffee sold in California must carry cancer warning, judge rules https://t.co/TcX5BjGb8o",26
@BBCWorld,-0.6486,Mar-30-2018 10:10:34,0.613,0.387,0.0,Russia state of emergency as toxic dump fumes hit town near Moscow https://t.co/jzgICamFwk,27
@BBCWorld,-0.1027,Mar-30-2018 09:51:30,0.282,0.373,0.345,Facebook 'ugly truth' growth memo haunts firm https://t.co/wkFtFBoWsH,28
@BBCWorld,0.0,Mar-30-2018 09:27:39,1.0,0.0,0.0,NZ seniors' group hits back at 'elderly driver' plates https://t.co/KrHANEWpya,29
@BBCWorld,0.4215,Mar-30-2018 09:01:54,0.741,0.0,0.259,Grace Mugabe's farm invaded by Zimbabwe gold diggers https://t.co/tTffJxjUDr,30
@BBCWorld,0.2732,Mar-30-2018 07:46:20,0.769,0.095,0.136,"RT @BBCVishalaSP: Female cabin crew at Cathay Pacific have won a battle to scrap a rule forcing them to wear skirts, we're asking does work…",31
@BBCWorld,0.0,Mar-30-2018 07:27:58,1.0,0.0,0.0,The South Korean rock band returning to perform in Pyongyang https://t.co/Wdyum09TQf,32
@BBCWorld,0.0,Mar-30-2018 07:18:08,1.0,0.0,0.0,"Colombian church donates 250,000 communion wafers to Venezuela https://t.co/UWTGBxvtQx",33
@BBCWorld,-0.1779,Mar-30-2018 05:55:35,0.519,0.267,0.215,Easter: Irish pubs lift Good Friday alcohol ban https://t.co/Jfs8mwLBqL,34
@BBCWorld,-0.8625,Mar-30-2018 05:49:39,0.676,0.324,0.0,RT @BBCNewsAsia: The former Korean Air executive who was sacked and jailed for a 'nut rage' tantrum on board a plane has made a corporate c…,35
@BBCWorld,0.0,Mar-30-2018 05:12:28,1.0,0.0,0.0,"RT @BBCNewsAsia: Brace yourselves. 

China's defunct space lab, Tiangong-1, should fall to Earth over the weekend. https://t.co/D6zHr74mUA",36
@BBCWorld,-0.5574,Mar-30-2018 04:51:40,0.69,0.31,0.0,Korean Air 'nut rage' heiress makes management comeback https://t.co/nmrvz2wGnG,37
@BBCWorld,-0.5423,Mar-30-2018 04:44:59,0.842,0.158,0.0,RT @BBCNewsAsia: Just in case you missed this epic story of how a camera lost at sea for more than two years was discovered on a Taiwan bea…,38
@BBCWorld,-0.3182,Mar-30-2018 04:42:27,0.874,0.126,0.0,"RT @BBCNewsAsia: ⚡️ “Camera lost at sea for over two years found and returned to owner”

https://t.co/V9moYw1ehI",39
@BBCWorld,0.0,Mar-30-2018 04:42:04,1.0,0.0,0.0,Cathay Pacific ends skirts-only rule for female staff https://t.co/3PTcts8skV,40
@BBCWorld,-0.5423,Mar-30-2018 04:28:03,0.588,0.412,0.0,Shelling 'kills Palestinian' in Gaza https://t.co/waX7SlXTUt,41
@BBCWorld,-0.7783,Mar-30-2018 04:25:00,0.685,0.315,0.0,"RT @BBCBreaking: Israeli shelling reportedly kills a Palestinian in Gaza, where tension is high ahead of a protest along the border https:/…",42
@BBCWorld,0.5423,Mar-30-2018 03:27:13,0.639,0.1,0.26,"RT @BBCNewsAsia: Even in no man's land, Rohingya children know how to play and have fun. https://t.co/CEHN7XNEHS",43
@BBCWorld,0.3182,Mar-30-2018 02:37:02,0.791,0.079,0.13,"RT @BBCNewsAsia: A strong magnitude 6.9 earthquake has struck off the cost of Papua New Guinea's New Britain island, the US Geological Surv…",44
@BBCWorld,0.0772,Mar-30-2018 02:24:13,0.543,0.217,0.24,El Salvador's shackled deportees become friends in adversity https://t.co/30m9g4A9mA,45
@BBCWorld,0.0,Mar-30-2018 02:21:14,1.0,0.0,0.0,Africa's week in pictures: 23-29 March 2018 https://t.co/OaN91YnM2C,46
@BBCWorld,0.0,Mar-30-2018 02:13:57,1.0,0.0,0.0,Russian spy: How big is the Kremlin's diplomatic network? https://t.co/8Ys9Klw0KP,47
@BBCWorld,-0.5994,Mar-30-2018 01:58:17,0.719,0.281,0.0,Syria war: France offers to mediate between Turkey and Kurds https://t.co/PW3KxVlsaf,48
@BBCWorld,0.0,Mar-30-2018 00:51:51,1.0,0.0,0.0,Volkswagen's car 'graveyard' in California https://t.co/WPqjrzIAV3,49
@BBCWorld,-0.4939,Mar-30-2018 00:36:26,0.625,0.375,0.0,Myanmar's Rohingya stuck in Bangladesh's 'no man's land' https://t.co/2i5yVG0nxC,50
@BBCWorld,0.4215,Mar-30-2018 00:16:45,0.781,0.0,0.219,"Obituary: Johan van Hulst, the teacher who saved Jewish children https://t.co/Rme8DazkLW",51
@BBCWorld,-0.5267,Mar-30-2018 00:14:10,0.614,0.386,0.0,The teenager sentenced to 241 years in prison https://t.co/Hpr3KNH6AQ,52
@BBCWorld,0.3612,Mar-30-2018 00:03:14,0.737,0.0,0.263,Colorado senator explains white privilege to colleagues https://t.co/9mL32lOf1d,53
@BBCWorld,-0.6597,Mar-29-2018 23:19:50,0.565,0.435,0.0,Turning bread into beer to fight food waste https://t.co/4G2RZnHwF8,54
@BBCWorld,0.4019,Mar-29-2018 23:14:54,0.69,0.0,0.31,Alligator 'gender reveal party' causes controversy https://t.co/J9kwaxTEOK,55
@BBCWorld,0.0,Mar-29-2018 23:12:30,1.0,0.0,0.0,Lagos street dancers go viral after Rihanna retweet https://t.co/aHBRNRbpcg,56
@BBCWorld,-0.4215,Mar-29-2018 23:12:30,0.741,0.259,0.0,Industry ferment: US wine industry crushed over tariffs https://t.co/QtTsyGqNMl,57
@BBCWorld,0.5106,Mar-29-2018 22:52:55,0.769,0.0,0.231,Papua New Guinea earthquake: Strong shallow tremor off New Britain island https://t.co/tscosDL1ES,58
@BBCWorld,-0.6597,Mar-29-2018 22:28:37,0.645,0.355,0.0,Mattis to Bolton: I hear you're the devil incarnate https://t.co/737dq2WcQH,59
@BBCWorld,-0.3182,Mar-29-2018 21:15:29,0.839,0.161,0.0,Stormy Daniels loses bid for early Trump testimony on her sex claims https://t.co/6v6irGxYrC,60
@BBCWorld,0.0,Mar-29-2018 20:25:09,1.0,0.0,0.0,"RT @bbcweather: For those of you travelling further afield this #Easter, here's a quick look at the weather around the world: https://t.co/…",61
@BBCWorld,0.0,Mar-29-2018 17:27:27,1.0,0.0,0.0,Pope Francis gives ride to boy with Down's syndrome https://t.co/hlvzAGnnve,62
@BBCWorld,-0.3818,Mar-29-2018 17:23:17,0.755,0.245,0.0,Russia expels US diplomats in tit for tat https://t.co/ZKMl3MEddK,63
@BBCWorld,-0.7506,Mar-29-2018 17:15:53,0.748,0.252,0.0,RT @BBCBreaking: Russia expels 60 US diplomats and closes St Petersburg consulate in response to American action over spy poisoning https:/…,64
@BBCWorld,0.0,Mar-29-2018 17:00:27,1.0,0.0,0.0,Gunmen 'abduct mayor of Tripoli Abdelraouf Beitelmal' https://t.co/6B8jXtf4mC,65
@BBCWorld,-0.7579,Mar-29-2018 16:17:23,0.435,0.565,0.0,Australia coach quits over cheating scandal https://t.co/APT3d1JVtX,66
@BBCWorld,-0.8176,Mar-29-2018 15:59:30,0.516,0.484,0.0,Uganda newspaper's 'wine for abuse stories' contest angers readers https://t.co/CMLNvGjbeQ,67
@BBCWorld,-0.6808,Mar-29-2018 15:59:30,0.556,0.444,0.0,China singer denied bank account because he’s blind https://t.co/lVVelEOCVk,68
@BBCWorld,-0.4767,Mar-29-2018 15:59:30,0.744,0.256,0.0,Trèbes attack: Vegan activist in court over butcher post https://t.co/Hes8CiFL1N,69
@BBCWorld,0.4215,Mar-29-2018 14:47:45,0.682,0.0,0.318,Russian spy: Yulia Skripal 'improving rapidly' https://t.co/Feql7s95Zj,70
@BBCWorld,-0.6597,Mar-29-2018 14:47:09,0.787,0.213,0.0,"RT @BBCSport: PAOK Salonika's president Ivan Savvidis has been banned for three years for coming onto the pitch with a gun.

More: https://…",71
@BBCWorld,0.0,Mar-29-2018 14:40:01,1.0,0.0,0.0,Sarkozy 'to face corruption trial' https://t.co/QV5HTYmsWU,72
@BBCWorld,0.4939,Mar-29-2018 14:40:01,0.652,0.0,0.348,Trump calls to congratulate TV's Roseanne https://t.co/ipNJ1KMrgk,73
@BBCWorld,0.3818,Mar-29-2018 14:19:11,0.794,0.0,0.206,"Australian ball-tampering: Steve Smith, David Warner and Cameron Bancroft apologise https://t.co/AcGybzckwZ",74
@BBCWorld,-0.4804,Mar-29-2018 14:19:10,0.518,0.357,0.126,Trump attacks Amazon for paying 'little or no taxes' https://t.co/rTHNIRQp00,75
@BBCWorld,0.0,Mar-29-2018 14:19:10,1.0,0.0,0.0,VW to buy back cars hit by German city diesel bans https://t.co/zSEHoTyU7E,76
@BBCWorld,-0.5859,Mar-29-2018 14:19:10,0.678,0.322,0.0,Barclays pays $2bn to settle US fraud case https://t.co/OYF3mPgN9q,77
@BBCWorld,0.0516,Mar-29-2018 13:41:21,0.673,0.159,0.168,"RT @BBCtrending: A heartfelt outcry. But is it ""trial by social media""? The story behind #IBelieveHer https://t.co/6aVhzw5oYF",78
@BBCWorld,-0.6597,Mar-29-2018 13:25:32,0.597,0.403,0.0,PAOK Salonika: Gun incident sees Greek club's president banned https://t.co/m9eiwanNd9,79
@BBCWorld,-0.5423,Mar-29-2018 13:20:12,0.667,0.333,0.0,California car cliff plunge kills US family https://t.co/vXhDe84pvJ,80
@BBCWorld,0.0,Mar-29-2018 13:02:23,1.0,0.0,0.0,David Shulkin: Sacked secretary in parting shot at Trump https://t.co/Teh6jVB7GQ,81
@BBCWorld,-0.3182,Mar-29-2018 12:45:48,0.777,0.223,0.0,When a cheetah interrupts your safari (don't look around) 👀 https://t.co/T9cOUdpCl6,82
@BBCWorld,0.0,Mar-29-2018 11:57:27,1.0,0.0,0.0,Up close: The moment a cheetah joined a safari https://t.co/BWbPBFTVdI,83
@BBCWorld,0.0,Mar-29-2018 11:37:46,1.0,0.0,0.0,Germany migrants: Plans to keep asylum seekers in 'anchor centres' https://t.co/Pf1cCXBQth,84
@BBCWorld,-0.5267,Mar-29-2018 11:14:05,0.621,0.258,0.121,Police use tear gas to disperse crowds desperate for news of loved ones after at least 68 people died in fire at po… https://t.co/9eIMe3tUlR,85
@BBCWorld,-0.34,Mar-29-2018 11:01:45,0.902,0.098,0.0,RT @BBCBreaking: French police arrest man in Grenoble after group of soldiers were almost hit by a car while jogging near their barracks ht…,86
@BBCWorld,0.0,Mar-29-2018 10:52:18,1.0,0.0,0.0,Czechs consider national anthem update https://t.co/NDfnoewnK5,87
@BBCWorld,-0.3182,Mar-29-2018 10:41:12,0.881,0.119,0.0,"Owner reunited with camera lost at sea for two years (It still works by the way)

https://t.co/DKd10DtuwL https://t.co/McyZjxgtgB",88
@BBCWorld,0.0,Mar-29-2018 09:59:23,1.0,0.0,0.0,Thai beach from Leonardo DiCaprio film to close temporarily https://t.co/u3V69MIxHY,89
@BBCWorld,0.0,Mar-29-2018 09:35:03,1.0,0.0,0.0,"RT @BBCNews: Balls, cherries or cakes.
 
What's the biggest #Brexit cliché of all? 

https://t.co/W77gVN8RvN https://t.co/KLIpCV1JVA",90
@BBCWorld,0.0,Mar-29-2018 09:29:39,1.0,0.0,0.0,'Fake' India journalists held in Australia over human trafficking https://t.co/2dupZZwWAH,91
@BBCWorld,0.0258,Mar-29-2018 09:22:15,0.609,0.191,0.2,Sean Penn's debut novel is trashed by critics https://t.co/HnWQ1aTAFO,92
@BBCWorld,-0.8271,Mar-29-2018 09:13:22,0.661,0.339,0.0,"""I'll do everything I can to make up for my mistake and the damage it's caused."" 

Suspended Australian cricket cap… https://t.co/hqG3GDUQtE",93
@BBCWorld,-0.2023,Mar-29-2018 09:05:37,0.84,0.096,0.064,"RT @bbctms: Steve Smith gives emotional media conference at Sydney airport.

Refuses to put blame onto David Warner or others. 

""I don't b…",94
@BBCWorld,0.5859,Mar-29-2018 08:50:42,0.725,0.0,0.275,Egypt election: Sisi 'set to win second term as president' https://t.co/9zH6odwbmB,95
@BBCWorld,0.0,Mar-29-2018 08:27:29,1.0,0.0,0.0,Driver tries to ram group of French soldiers https://t.co/x73x6EWoHl,96
@BBCWorld,-0.3182,Mar-29-2018 08:20:39,0.777,0.223,0.0,The incredible journey of a camera lost at sea https://t.co/3gPwsj2rWW,97
@BBCWorld,0.0,Mar-29-2018 08:17:00,1.0,0.0,0.0,Islamic State and the kidnap of Nigerian schoolgirls from Dapchi https://t.co/vVh2YGwAhN,98
@BBCWorld,0.1779,Mar-29-2018 07:55:09,0.806,0.084,0.11,"RT @BBCNewsAsia: In an extraordinary tale of luck and coincidence, a camera lost at sea for more than two years was discovered and will be…",99
@BBCWorld,0.0,Mar-29-2018 07:51:49,1.0,0.0,0.0,North and South Korea set date for leaders' summit https://t.co/pNYhUJQ2kr,100
@nytimes,0.3182,Mar-31-2018 00:14:35,0.813,0.0,0.187,Walmart in Talks to Strengthen Ties to Health Insurer Humana https://t.co/bUhlWHpziI,1
@nytimes,0.5859,Mar-31-2018 00:07:36,0.833,0.0,0.167,"""There's a lot about this country we need to learn a lot more about."" How President Trump's win shifted ABC's plans… https://t.co/v4hhGN3ui5",2
@nytimes,-0.3182,Mar-30-2018 23:50:36,0.839,0.161,0.0,"Fiction: Brainy and Benighted, Lost in the Books of Bolaño and Borges https://t.co/TzJz6yZlkY",3
@nytimes,0.0,Mar-30-2018 23:37:45,1.0,0.0,0.0,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/fETU5Ha4Ba,4
@nytimes,0.25,Mar-30-2018 23:19:08,0.567,0.165,0.268,She was fit and healthy. So why did her right lung mysteriously collapse? https://t.co/cDamzO81ZG,5
@nytimes,0.0,Mar-30-2018 23:00:04,1.0,0.0,0.0,"If the addition of a citizenship question to the 2020 census reduces participation of noncitizens, here are the sta… https://t.co/VU2mtnAVvF",6
@nytimes,0.0,Mar-30-2018 22:50:04,1.0,0.0,0.0,"RT @abscribe: After #Harvey pounded Texas, a @nytimes team of journalists spent time with families to understand how they made a decision t…",7
@nytimes,-0.7096,Mar-30-2018 22:38:40,0.772,0.228,0.0,"The fatal police shooting of Alton Sterling in 2016 has led to the firing of one Baton Rouge, La., officer. Another… https://t.co/DJpNOco0Sn",8
@nytimes,0.2675,Mar-30-2018 22:28:28,0.723,0.119,0.158,RT @nytclimate: You shouldn't pass over this excellent story about drought and famine in ancient Egypt: a timeless tale of failing to adapt…,9
@nytimes,-0.6705,Mar-30-2018 22:15:05,0.836,0.164,0.0,Amia Tyrae is at least the 7th transgender woman killed in the U.S. this year. She “was taken away in the very mann… https://t.co/3uIKUiquso,10
@nytimes,0.0,Mar-30-2018 22:00:06,1.0,0.0,0.0,The Metropolitan Opera is presenting a new opera for babies between between 6 months old and 18 months old https://t.co/e2eFUDFUYC,11
@nytimes,-0.1531,Mar-30-2018 21:45:06,0.625,0.179,0.196,RT @nytfood: Remember Balducci's? The man credited with creating the gastronomic mecca is dead at 92 https://t.co/QWJz32P7Y8 https://t.co/O…,12
@nytimes,0.336,Mar-30-2018 21:35:04,0.883,0.0,0.117,"The Man Booker is Britain’s most prestigious literary award, but for the past 2 years, American writers have domina… https://t.co/FISkVSO6kv",13
@nytimes,-0.5994,Mar-30-2018 21:25:04,0.745,0.204,0.051,"""I want to die over there, not here."" The New York Times joined an elderly couple on a bittersweet journey home to… https://t.co/DRsP7fwudW",14
@nytimes,-0.4404,Mar-30-2018 21:10:04,0.879,0.121,0.0,Today’s teens have been raised on cellphones and social media. Should we worry about them or just get out of their… https://t.co/uxlQbv3xDN,15
@nytimes,-0.4939,Mar-30-2018 20:55:02,0.856,0.144,0.0,"RT @nytfood: We have recipes for Passover, Easter and the weekend. (And a suggestion for April Fools' Day: Make a cherry cola-chocolate-may…",16
@nytimes,0.6369,Mar-30-2018 20:40:06,0.802,0.0,0.198,"The sordid love affair between Elizabeth Taylor and Richard Burton during ""Cleopatra"" is now an onstage drama https://t.co/ioZrmQLekP",17
@nytimes,0.5859,Mar-30-2018 20:25:05,0.745,0.0,0.255,"RT @nytopinion: In Memphis, Martin Luther King's dream of income equality remains far from fulfilled https://t.co/8hy3fxZYyS",18
@nytimes,0.0,Mar-30-2018 20:10:07,1.0,0.0,0.0,"RT @nytimesworld: “At the airport in Bucharest, I was surrounded by customs officials. They said, ‘You’re dead,’ ” he recalled with disbeli…",19
@nytimes,0.0,Mar-30-2018 19:58:07,1.0,0.0,0.0,How Ta-Nehisi Coates’s deeply personal “Between the World and Me” was adapted into a stage performance at the Apollo https://t.co/OtttIFqRmu,20
@nytimes,0.0,Mar-30-2018 19:48:01,1.0,0.0,0.0,“Roseanne” is going to be here for a while. The revived sitcom is getting a second season. https://t.co/U99w72y13Z,21
@nytimes,0.0,Mar-30-2018 19:38:01,1.0,0.0,0.0,RT @nytimesarts: Netflix enters its teenage phase https://t.co/3Bu8BbznHn,22
@nytimes,0.0,Mar-30-2018 19:28:05,1.0,0.0,0.0,A Census Bureau panel of expert advisers on Friday rebuked the Trump administration’s decision to add a question on… https://t.co/21aW2YW6Bm,23
@nytimes,0.7269,Mar-30-2018 19:18:06,0.747,0.0,0.253,Maguire University has attended every Final Four weekend since 1963. Which is pretty good when one considers the sc… https://t.co/SvVmqL4sz4,24
@nytimes,0.0,Mar-30-2018 19:13:02,1.0,0.0,0.0,Nearly all applicants for a visa to enter the U.S. will be asked to submit their social-media user names for the pa… https://t.co/CUnQHxELzC,25
@nytimes,-0.4767,Mar-30-2018 19:08:05,0.876,0.124,0.0,It currently takes 250 days to get an interview with the U.S. visa section in Russia. That will only get worse with… https://t.co/FcyA6lDsN2,26
@nytimes,0.2682,Mar-30-2018 18:59:03,0.775,0.088,0.137,"RT @nytimesarts: Many scholars think Bach was a forward-looking, quasi-scientific thinker who had little or no genuine interest in traditio…",27
@nytimes,0.0,Mar-30-2018 18:52:05,1.0,0.0,0.0,The founder of a crowdfunding website for school projects emailed the CEO of a cryptocurrency company with a propos… https://t.co/KvayQou55W,28
@nytimes,0.0,Mar-30-2018 18:44:04,1.0,0.0,0.0,"On the morning after the 2016 election, a group of ABC executives gathered to discuss what the Trump victory meant… https://t.co/cO0CDuBrUH",29
@nytimes,0.0,Mar-30-2018 18:35:37,1.0,0.0,0.0,An earlier tweet to an earlier version of this story was deleted. It should have clarified that Mr. Clark was shot… https://t.co/PPWn2biVex,30
@nytimes,-0.2263,Mar-30-2018 18:34:10,0.905,0.095,0.0,"Stephon Clark, the unarmed man who was shot by Sacramento police in his grandmother’s backyard, sparking protests t… https://t.co/J5dy6mSFu4",31
@nytimes,0.0,Mar-30-2018 18:29:45,1.0,0.0,0.0,"RT @jdelreal: NEWS: Stephon Clark’s family commissioned an independent autopsy, which found he was shot eight times from the back and side.…",32
@nytimes,0.0,Mar-30-2018 18:28:02,1.0,0.0,0.0,"These frogs ""used to be so abundant that you could barely walk without stepping on them."" Then came the fungus. https://t.co/rm6OwCEMmI",33
@nytimes,0.0,Mar-30-2018 18:18:03,1.0,0.0,0.0,"What NYT readers said about Roseanne Barr and the ""Roseanne"" reboot https://t.co/8mUPBy7N0R",34
@nytimes,0.4168,Mar-30-2018 18:14:52,0.866,0.0,0.134,“This independent autopsy affirms that Stephon was not a threat to police and was slain in another senseless police… https://t.co/dL42DtERsy,35
@nytimes,0.1779,Mar-30-2018 18:08:01,0.809,0.081,0.111,"RT @tarangoNYT: Long before police shootings and protests in Ferguson, Mo., or Sacramento focused America’s attention on how the police tre…",36
@nytimes,0.0,Mar-30-2018 17:55:40,1.0,0.0,0.0,@FrancesRobles Here's a link to the story: https://t.co/uLMTY95a3a,37
@nytimes,0.3034,Mar-30-2018 17:52:03,0.904,0.0,0.096,"RT @FrancesRobles: EXCLUSIVE: New York Times has learned that Stephon Clark was shot eight times from behind or side, according to a privat…",38
@nytimes,0.0,Mar-30-2018 17:48:03,1.0,0.0,0.0,"RT @NYTStyles: Nicole Parasina Basile wasn’t looking for a husband when she moved to Crown Heights, Brooklyn, in 2010, but that’s exactly w…",39
