Account Name,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago
@nytimes,-0.34,Mar-30-2018 17:38:03,0.772,0.158,0.07,"RT @nytimesworld: No other country was as efficient at killing its Jews as Lithuania, where not only did 96 percent perish, but the victims…",40
@nytimes,0.6597,Mar-30-2018 17:28:03,0.779,0.0,0.221,The real marvel of Mexico’s avocado trade is not so much its size as the speed of its sudden growth https://t.co/mMDHpdM624,41
@nytimes,0.3182,Mar-30-2018 17:18:02,0.892,0.0,0.108,The IRS is urging people to do a “paycheck checkup” to make sure they're having their employers withhold the correc… https://t.co/kBwBqM5sgB,42
@nytimes,0.4767,Mar-30-2018 17:08:04,0.871,0.0,0.129,"RT @nytimesarts: Kate Mara on her new movie “Chappaquiddick”: “Like a lot of people, I’m fascinated with the Kennedys and their history and…",43
@nytimes,0.6124,Mar-30-2018 16:58:02,0.818,0.0,0.182,"RT @NYTStyles: The Wing is under investigation for discrimination, but honestly ... that's only gotten it more press. https://t.co/uHGB7sVY…",44
@nytimes,0.2732,Mar-30-2018 16:48:03,0.89,0.0,0.11,"In college basketball, Catholic schools have long punched well above their weight. The reasons stretch back a centu… https://t.co/wJkwuvDZRS",45
@nytimes,-0.4215,Mar-30-2018 16:38:07,0.859,0.141,0.0,"RT @dgelles: Cash may be king, but it's no longer essential. 

I've gone cashless. My essay here: 
https://t.co/laHrQD9j1F",46
@nytimes,0.0,Mar-30-2018 16:28:05,1.0,0.0,0.0,The midterm elections will determine the political script for the rest of President Trump’s first term. And Pennsyl… https://t.co/ZpZGFxjunA,47
@nytimes,-0.0516,Mar-30-2018 16:18:03,0.943,0.057,0.0,"Puerto Ricans are trickling back to the island. They must come to terms with a Puerto Rico that is still crippled,… https://t.co/Wml9x3rYyw",48
@nytimes,0.4404,Mar-30-2018 16:08:02,0.828,0.0,0.172,Hope Hicks has left the building. Those who remain are wondering what happens now. https://t.co/ds3NJlS4i8,49
@nytimes,0.2263,Mar-30-2018 15:58:04,0.773,0.092,0.135,"In Opinion

Alex Wagner writes: ""Racially speaking, the United States is 0% Hispanic. This is confusing — especiall… https://t.co/kzJaxIOguf",50
@nytimes,-0.7783,Mar-30-2018 15:48:06,0.702,0.298,0.0,A California judge’s ruling would require cancer warning labels on coffee. The coffee industry is considering how t… https://t.co/1GJ1f9b3Mj,51
@nytimes,-0.3818,Mar-30-2018 15:38:02,0.867,0.133,0.0,"""That’s how I ended up losing my virginity on a fourth date with a middle-school teacher that I didn’t even particu… https://t.co/Dk0vk6HRT2",52
@nytimes,-0.1779,Mar-30-2018 15:31:03,0.664,0.203,0.133,Breaking News: What was billed as a peaceful protest along Gaza's border with Israel turned bloody. The Israeli mil… https://t.co/RVW9kEuN82,53
@nytimes,0.0,Mar-30-2018 15:28:03,1.0,0.0,0.0,"There’s been talk of bankruptcy swirling around Gibson, the Nashville-based guitar company. What happened? https://t.co/cOVKNf2Wbm",54
@nytimes,-0.296,Mar-30-2018 15:18:07,0.879,0.121,0.0,A Russian man accused of hacking 3 American tech companies in 2012 has been extradited to the U.S. https://t.co/MnltMkO1Oe,55
@nytimes,-0.5994,Mar-30-2018 15:08:06,0.776,0.224,0.0,"RT @jodikantor: Six months ago, @ronlieber wrote about teachers and firefighters being seriously screwed by a government student loan progr…",56
@nytimes,0.0,Mar-30-2018 14:58:04,1.0,0.0,0.0,"Another week, another news quiz. Tell us how you did. https://t.co/buvo5zeiKz",57
@nytimes,-0.2411,Mar-30-2018 14:48:05,0.897,0.103,0.0,"President Trump insisted he will never again sign a huge catchall spending bill. Given the state of Congress,… https://t.co/Ov68bYiDwD",58
@nytimes,-0.4404,Mar-30-2018 14:38:08,0.861,0.139,0.0,Exxon sued to try to block investigations into its research and public statements about climate change. A judge dis… https://t.co/uFOMCdotBj,59
@nytimes,0.1139,Mar-30-2018 14:33:36,0.818,0.081,0.1,"Breaking News: Noor Salman, the widow of the Pulse nightclub shooter, was found not guilty of helping her husband c… https://t.co/O1tNykTV7B",60
@nytimes,0.4215,Mar-30-2018 14:28:06,0.872,0.0,0.128,"By tying a trade deal with South Korea to progress in denuclearizing North Korea, President Trump is showing how li… https://t.co/IfnzE5hDEO",61
@nytimes,-0.5849,Mar-30-2018 14:18:03,0.853,0.147,0.0,RT @UpshotNYT: Does more immigration mean more crime? In collaboration with the @MarshallProj we look at the data behind this widely held i…,62
@nytimes,0.0,Mar-30-2018 14:11:04,1.0,0.0,0.0,Why do cracking knuckles make that sound? You might need a calculator to explain it. https://t.co/YpjnR3SXN2,63
@nytimes,0.296,Mar-30-2018 14:02:04,0.855,0.0,0.145,5 times David Pecker and The National Enquirer have defended or championed President Trump https://t.co/1BQX7SYOm5,64
@nytimes,0.25,Mar-30-2018 13:48:47,0.857,0.0,0.143,RT @PatriciaMazzei: BREAKING: Jury in Salman trial has reached a verdict. It will be announced in court in about 30 minutes.,65
@nytimes,0.25,Mar-30-2018 13:48:03,0.913,0.0,0.087,"RT @nytimesworld: “We’ll probably hold that deal up for a little while, see how it all plays out.”—President Trump on his recently announce…",66
@nytimes,0.3818,Mar-30-2018 13:41:53,0.719,0.094,0.187,RT @nhannahjones: I went on The Daily with @mikiebarb today to discuss Linda Brown and the continuing fight to fulfill the promise of landm…,67
@nytimes,-0.7906,Mar-30-2018 13:38:05,0.709,0.247,0.044,"“I want to die over there, not here,” said Enrique, lying on the hotel bed, a scar from one of his many surgeries v… https://t.co/KNpdOHhDJW",68
@nytimes,0.0,Mar-30-2018 13:28:00,1.0,0.0,0.0,RT @nytimesworld: Couples in Denmark can obtain a divorce in less than a week. The government is trying to make breaking up a little a hard…,69
@nytimes,0.0,Mar-30-2018 13:18:05,1.0,0.0,0.0,The tech industry was once one of President Trump's most vocal opponents.  Now it has increasingly found common gro… https://t.co/TAjx9fZATB,70
@nytimes,0.0,Mar-30-2018 13:08:02,1.0,0.0,0.0,"Thousands of asylum seekers remain stranded on the Greek island of Lesbos, unwilling to go back to the countries th… https://t.co/LrxHQuWlTN",71
@nytimes,-0.7096,Mar-30-2018 13:05:35,0.707,0.233,0.06,"RT @peterbakernyt: Trump's attacks on Amazon are often set off by his anger at stories in the @washingtonpost, also owned by Bezos, associa…",72
@nytimes,0.0,Mar-30-2018 12:58:01,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/aNoHwClgkV,73
@nytimes,0.0,Mar-30-2018 12:48:01,1.0,0.0,0.0,"The ""Mean Girls"" musical comes 14 years after the movie. And Gretchen is still trying to make ""fetch"" happen. https://t.co/GEfZu6meAR",74
@nytimes,0.7227,Mar-30-2018 12:38:06,0.718,0.055,0.227,"RT @motokorich: No “Gangnam Style” for North Korea, but plenty of Kpop will be playing In Pyongyang. (In which I get the fun reporting assi…",75
@nytimes,-0.8555,Mar-30-2018 12:28:04,0.693,0.307,0.0,"The death of Anthony Weber, a 16-year-old killed in a police shooting, is a sign to many in Los Angeles of how much… https://t.co/KPSosHPLdb",76
@nytimes,-0.6705,Mar-30-2018 12:19:12,0.743,0.257,0.0,At least 5 Palestinians were reported killed in clashes with Israeli soldiers in Gaza https://t.co/Ug9FXsdXRW,77
@nytimes,-0.5574,Mar-30-2018 12:08:02,0.865,0.135,0.0,"Linda Brown, who was at the center of Brown v. Board of Education , died on Sunday. Who was she, and what has chang… https://t.co/ePfthSQoxp",78
@nytimes,0.296,Mar-30-2018 12:00:27,0.619,0.134,0.247,"Laura Ingraham, a Fox News host, apologized for taunting a Parkland shooting survivor after losing advertisers https://t.co/HwwUsjEkMI",79
@nytimes,-0.296,Mar-30-2018 11:46:01,0.901,0.099,0.0,"In Opinion,

@rgay writes: ""No amount of mental gymnastics can make what Roseanne Barr has said and done in recent… https://t.co/E5pGePnQ9B",80
@nytimes,0.0,Mar-30-2018 11:31:05,1.0,0.0,0.0,The story of one White House dinner shows how the National Enquirer's publisher has used President Trump's friendsh… https://t.co/pg0FPgDFLk,81
@nytimes,-0.2263,Mar-30-2018 11:26:27,0.826,0.174,0.0,Clashes on Gaza’s Border With Israel as Protests Start https://t.co/cVE2wFRWvk,82
@nytimes,0.4404,Mar-30-2018 11:16:00,0.828,0.0,0.172,Hope Hicks has left the building. Those left behind are wondering what happens now. https://t.co/LOiA3Ckq6n,83
@nytimes,0.2023,Mar-30-2018 10:48:43,0.4,0.24,0.36,Opinion: When the Dream of Economic Justice Died https://t.co/KWw81L0MVi,84
@nytimes,-0.5688,Mar-30-2018 10:46:08,0.779,0.221,0.0,The U.N. secretary general called climate change “the most systemic threat to humankind” https://t.co/bc0Bo7Ztww,85
@nytimes,0.0,Mar-30-2018 10:31:41,1.0,0.0,0.0,"Gym.
Tan.
Laundry.
Check on the kids. 
https://t.co/7Yx2f0vUGd",86
@nytimes,0.0,Mar-30-2018 10:15:26,1.0,0.0,0.0,By the Book: Ernest Cline: By the Book https://t.co/i5c0lu38kG,87
@nytimes,0.1779,Mar-30-2018 10:06:08,0.892,0.0,0.108,"Fact Check: The Facts Behind Trump’s Tweet on Amazon, Taxes and the Postal Service https://t.co/eDFR9JldgC",88
@nytimes,-0.296,Mar-30-2018 10:03:48,0.694,0.306,0.0,How to Avoid a Renovation Nightmare https://t.co/5q8Y0OBJWh,89
@nytimes,0.4215,Mar-30-2018 09:53:55,0.872,0.0,0.128,"In 2014, one of the Hart family's six adopted children drew widespread attention when he was photographed hugging a… https://t.co/QPSk6dactX",90
@nytimes,0.0,Mar-30-2018 09:37:09,1.0,0.0,0.0,"Here’s how @bxchen scrubbed his Twitter and Facebook timelines — and what 
he learned https://t.co/hlSw7hAcaO",91
@nytimes,0.0,Mar-30-2018 09:20:43,1.0,0.0,0.0,"To Raise Resilient Kids, Be a Resilient Parent https://t.co/1NmwYvZWhN",92
@nytimes,-0.3818,Mar-30-2018 09:20:23,0.783,0.217,0.0,The dilemma confronts government officials frequently. Digital extortionists have hijacked their computer systems a… https://t.co/IC8xB5WX2w,93
@nytimes,0.5106,Mar-30-2018 09:03:00,0.82,0.0,0.18,There remains a strong correlation between marriage and economic class in the American higher education system https://t.co/0uV50eIdmI,94
@nytimes,0.5106,Mar-30-2018 08:46:11,0.82,0.0,0.18,There remains a strong correlation between marriage and economic class in the American higher education system https://t.co/uTEZvVuNCT,95
@nytimes,0.0,Mar-30-2018 08:29:33,1.0,0.0,0.0,The NBA is far more willing to address social issues than other leagues. But the Sacramento Kings' partnership with… https://t.co/QWR6Rd2vVa,96
@nytimes,0.0,Mar-30-2018 08:13:07,1.0,0.0,0.0,"RT @nickconfessore: David Pecker, Jared Kushner, and an advisor to the Saudi crown prince walk into the Oval. You can’t make it up—but you…",97
@nytimes,0.6597,Mar-30-2018 07:55:04,0.748,0.0,0.252,Anbang was seized by the Chinese government. It's still offering deals to investors with promises of safety. https://t.co/1TD9RzC7Ep,98
@nytimes,-0.7096,Mar-30-2018 07:48:46,0.604,0.396,0.0,Bus Fire in Thailand Kills 20 Migrant Workers From Myanmar https://t.co/w3C1SG2hPs,99
@nytimes,-0.296,Mar-30-2018 07:25:05,0.872,0.128,0.0,"The graves used to say ""Argentine soldier known only to God."" Now they have names. https://t.co/7g98Z0zs12",100
@CBSNews,0.6249,Mar-31-2018 00:30:00,0.779,0.0,0.221,U.S. says it has the support of the U.N. Security Council for a new package of sanctions against North Korea… https://t.co/ZAOjUVAhGo,1
@CBSNews,-0.1531,Mar-31-2018 00:10:01,0.696,0.143,0.161,"David Hogg, a survivor of last month's school shooting in Parkland, Florida, has rejected an apology from Fox News… https://t.co/gW5e7P8pQs",2
@CBSNews,0.0,Mar-30-2018 23:50:01,1.0,0.0,0.0,"President Trump's unscripted remark this week about pulling out of Syria ""very soon,"" while at odds with his own po… https://t.co/68DddelJOg",3
@CBSNews,0.3182,Mar-30-2018 23:30:01,0.881,0.0,0.119,A Florida jury deliberated for just over 12 hours before acquitting the widow of the Pulse nightclub shooter… https://t.co/h1tGOOQCIt,4
@CBSNews,-0.9325,Mar-30-2018 23:10:01,0.533,0.467,0.0,"A roadside bomb killed one American and one British soldier Friday, the first U.S. combat death in Syria this year… https://t.co/DqozbJrXCZ",5
@CBSNews,-0.6597,Mar-30-2018 22:57:54,0.803,0.197,0.0,"One man traveled 6,500 miles to confront the West African man who tried to scam him on the internet -- and then, a… https://t.co/22zQnyfXoV",6
@CBSNews,0.0,Mar-30-2018 22:45:38,1.0,0.0,0.0,"RT @CBSEveningNews: “The hours that I am putting in, I don't think I can sustain for much longer.” 

Teachers in Kentucky, Arizona and Okla…",7
@CBSNews,-0.7906,Mar-30-2018 22:42:41,0.72,0.28,0.0,"At least 15 Palestinians were killed, and more than 1,000 wounded fighting Israeli troops along the Gaza border on… https://t.co/vQvZdE2xv5",8
@CBSNews,-0.7906,Mar-30-2018 22:41:31,0.731,0.269,0.0,RT @CBSEveningNews: At least 15 Palestinians were killed and more than a thousand wounded fighting Israeli troops along the Gaza border. To…,9
@CBSNews,-0.8402,Mar-30-2018 22:39:21,0.609,0.391,0.0,"Neither officer involved in fatal 2016 Alton Sterling shooting will face criminal charges; Officer Blane Salamoni,… https://t.co/57XVFsKtKT",10
@CBSNews,-0.34,Mar-30-2018 22:35:50,0.897,0.103,0.0,"Attorney Ben Crump: ""The narrative that had been put forth is that they had to open fire because [Clark] was chargi… https://t.co/ZBdRkuN6au",11
@CBSNews,0.0,Mar-30-2018 22:34:37,1.0,0.0,0.0,The family of Stephon Clark says the results of an autopsy they had done are at odds with the police version of the… https://t.co/6zCLeuj8pM,12
@CBSNews,0.4404,Mar-30-2018 22:30:00,0.888,0.0,0.112,"RT @CBSEveningNews: We’re on the air in the East. @JeffGlor is live from Studio 57 in NYC
Thanks for being with us #OriginalReporting #CBSE…",13
@CBSNews,0.4767,Mar-30-2018 22:23:24,0.846,0.0,0.154,"NEW: ""Officer Blane Salamoni has been terminated from the Baton Rouge Police Department, effective today,"" police c… https://t.co/AG9jnzFPzn",14
@CBSNews,0.0,Mar-30-2018 22:20:01,1.0,0.0,0.0,Man who allegedly escaped federal custody -- as he was about to be deported to Senegal -- has been captured by immi… https://t.co/vH2dEThCQM,15
@CBSNews,-0.4939,Mar-30-2018 22:10:25,0.849,0.151,0.0,"""Fear cannot be a driver for an officer's response to every incident,"" Baton Rouge police chief says, addressing po… https://t.co/HDkIBAV3gP",16
@CBSNews,0.0,Mar-30-2018 22:08:22,1.0,0.0,0.0,"WATCH: ""On the advice of his attorney, Officer Salamoni chose not to answer any of our questions,"" Baton Rouge poli… https://t.co/wzZlIaAKDY",17
@CBSNews,0.0,Mar-30-2018 22:00:02,1.0,0.0,0.0,"By day, an accountant; by night, he took to the ice to debut as the Chicago Blackhawks' goalie… https://t.co/pt5SXukMou",18
@CBSNews,0.0,Mar-30-2018 21:40:01,1.0,0.0,0.0,Most 17 year olds are thinking about prom. She's trying to decide between the nine Ph.D. programs that've offered h… https://t.co/yupBPBE5pJ,19
@CBSNews,0.0,Mar-30-2018 21:20:01,1.0,0.0,0.0,"Last year, LaGuardia Airport had the highest rate of flight cancellations, at 3.2 percent, among the 25 busiest air… https://t.co/mJDEBHBkcW",20
@CBSNews,-0.6705,Mar-30-2018 21:00:02,0.78,0.22,0.0,"Fourteen Palestinians killed in clashes with Israeli forces, as thousands of Palestinians marched to Gaza's border… https://t.co/UH7SFGUdoh",21
@CBSNews,0.5267,Mar-30-2018 20:44:05,0.827,0.0,0.173,Looking to increase your energy during your workout? What you eat before you head to the gym could make all the dif… https://t.co/TOWWYGqsUb,22
@CBSNews,0.0,Mar-30-2018 20:01:38,1.0,0.0,0.0,"Two summers ago, 10-year-old Caleb Schwab was decapitated on ""Verruckt,"" the world's largest water slide. Now, thre… https://t.co/zaQwNmiHEV",23
@CBSNews,-0.128,Mar-30-2018 19:42:29,0.7,0.181,0.119,"After 11 advertisers drop Laura Ingraham, supporters of the conservative TV host are now calling for a boycott of t… https://t.co/nGNqPUjv7z",24
@CBSNews,0.4215,Mar-30-2018 19:10:30,0.843,0.0,0.157,"Sister Jean, Loyola-Chicago's adored 98-year-old team chaplain, is politely trash-talking Michigan ahead of the sch… https://t.co/xvTIW20CXf",25
@CBSNews,-0.0516,Mar-30-2018 18:50:01,0.915,0.085,0.0,"2 ISIS fighters from a cell known for beheading hostages are breaking their silence:
https://t.co/EdVe9VdJzO https://t.co/zXHql75uU5",26
@CBSNews,0.0,Mar-30-2018 18:30:01,1.0,0.0,0.0,"Arnold Schwarzenegger has undergone heart surgery, but contrary to some reports, it was a planned procedure, accord… https://t.co/8xqwZJgGTA",27
@CBSNews,-0.5423,Mar-30-2018 18:06:23,0.844,0.156,0.0,"""Each none of these bullets independently possessed a fatal capacity. Meaning, that out of them, all he needed to h… https://t.co/L9KuhbZn2Y",28
@CBSNews,0.0,Mar-30-2018 18:03:28,1.0,0.0,0.0,MORE: Dr. Bennet Omalu says he concluded Stephon Clark was shot 7 times in the back https://t.co/z3yFByQrVw https://t.co/duSPuHB31E,29
@CBSNews,0.0,Mar-30-2018 18:01:45,1.0,0.0,0.0,"""The second autopsy -- there were a total of 8 gunshot wounds. A total of 8 gunshot wounds, meaning that he was hit… https://t.co/DlSWxXJYhB",30
@CBSNews,0.0,Mar-30-2018 17:57:12,1.0,0.0,0.0,"WATCH LIVE: Sacramento officials hold a press conference, where Stephon Clark's autopsy results are expected to be… https://t.co/asDRpQOMQv",31
@CBSNews,0.5267,Mar-30-2018 17:45:02,0.794,0.0,0.206,7 Roman Catholic devotees in the Philippines were nailed to wooden crosses in a Good Friday reenactment of Jesus Ch… https://t.co/BDPTx5pwzQ,32
@CBSNews,-0.8271,Mar-30-2018 17:30:01,0.674,0.326,0.0,3 Las Vegas teenagers on spring break died in a fiery crash in Southern California after their car was hit by a sus… https://t.co/mOygeQVJto,33
@CBSNews,0.1655,Mar-30-2018 17:15:01,0.93,0.0,0.07,Parkland school shooter Nikolas Cruz has been getting piles of fan mail while he sits in jail -- but he hasn't been… https://t.co/2SLoOK6cdH,34
@CBSNews,-0.6705,Mar-30-2018 16:58:31,0.769,0.231,0.0,"12 people have been killed  in Israel-Gaza clashes along the border, Palestinian Health Ministry says… https://t.co/XFMQ7aWELY",35
@CBSNews,0.0,Mar-30-2018 16:52:56,1.0,0.0,0.0,"RT @CBSEveningNews: While @OnTheRoadCBS in Africa our Steve Hartman came across the 'Daily Talk"" chalkboard on the busiest street in Monrov…",36
@CBSNews,0.4767,Mar-30-2018 16:41:02,0.846,0.0,0.154,"A 48-foot section of the ""holy grail of shipwrecks"" has washed ashore on a Florida beach, thrilling researchers who… https://t.co/j7lmzgOKBy",37
@CBSNews,-0.8481,Mar-30-2018 16:25:01,0.62,0.38,0.0,"The Vatican is denying that Pope Francis told an Italian journalist that ""there is no hell"" https://t.co/2lBJdM9gna https://t.co/BYjyjvFDpd",38
@CBSNews,0.3818,Mar-30-2018 16:08:00,0.874,0.0,0.126,"In a clear signal to the West, Russia released video today of a test launch of a new intercontinental ballistic mis… https://t.co/GQ5pd48er6",39
@CBSNews,-0.1531,Mar-30-2018 15:50:32,0.914,0.086,0.0,"A 19,000-pound space station is falling toward Earth and scientists project it may land sometime between Saturday a… https://t.co/0V84xoyDzL",40
@CBSNews,-0.6705,Mar-30-2018 15:35:01,0.769,0.231,0.0,"American service member killed in Syria roadside bombing, U.S. military official confirms to CBS News… https://t.co/Liu7lEzydg",41
@CBSNews,0.5106,Mar-30-2018 15:20:01,0.852,0.0,0.148,A search and rescue team of 9 people and a cadaver dog are searching the area where an SUV plunged off a California… https://t.co/bGMsAqXLf9,42
@CBSNews,0.2732,Mar-30-2018 15:04:56,0.913,0.0,0.087,"""We have a little slogan we say, 'Worship, work and win.' We need to do all of those things. God always hears, but… https://t.co/M7KiCbT1QM",43
@CBSNews,0.0,Mar-30-2018 15:01:23,1.0,0.0,0.0,"WATCH LIVE: Sister Jean Schmidt, Loyola-Chicago's team chaplain, gives a press conference ahead of the #FinalFour… https://t.co/w4Vi7Oz8MY",44
@CBSNews,-0.8439,Mar-30-2018 14:56:56,0.676,0.324,0.0,"""I feel so bad for themI lost a child, I know how it feels,” Noor Salman’s cousin says to victims of Pulse nightclu… https://t.co/NnFdJTQcak",45
@CBSNews,0.34,Mar-30-2018 14:53:07,0.912,0.0,0.088,"""I said from day one that she was innocent and that I will stand here in front of you when the jury comes up with t… https://t.co/9yyHq4zqCX",46
@CBSNews,0.0534,Mar-30-2018 14:50:36,0.75,0.139,0.111,"""The family wants to first say we are very sorry for the family members and friends of the 49 victims of the Pulse… https://t.co/xFzLfWhgOe",47
@CBSNews,-0.1808,Mar-30-2018 14:42:04,0.758,0.153,0.088,"Noor Salman, the wife of the Pulse nightclub shooter, cried when the not guilty verdict was read and so did the fam… https://t.co/W6Fq4UYKFL",48
@CBSNews,0.3612,Mar-30-2018 14:39:20,0.844,0.0,0.156,"""I think many people will be surprised by the verdict, and perhaps others who followed the trial more closely won't… https://t.co/W6IolJGwhm",49
@CBSNews,0.3252,Mar-30-2018 14:35:17,0.896,0.0,0.104,"NEW: Noor Salman, the wife of Pulse nightclub shooter Omar Mateen, found not guilty of aiding her husband with the… https://t.co/pNTpXnAJD7",50
@CBSNews,0.0,Mar-30-2018 14:17:31,1.0,0.0,0.0,"WATCH: SpaceX Falcon 9 rocket launches into space from Vandenberg Air Force Base in California, carrying 10 communi… https://t.co/0rNRzxM0RK",51
@CBSNews,0.4019,Mar-30-2018 14:15:01,0.856,0.0,0.144,Investigators on special counsel Robert Mueller's team have been asking questions about the 2016 Republican Nationa… https://t.co/J3G9omw3jP,52
@CBSNews,0.3818,Mar-30-2018 14:03:59,0.796,0.0,0.204,"NEW: Jurors have reached a verdict in the trial of Noor Salman, the widow of the Pulse nightclub shooter; verdict e… https://t.co/IC13CZMUAt",53
@CBSNews,-0.5267,Mar-30-2018 14:00:02,0.794,0.206,0.0,"Russian ships are lurking around underwater communications cables, causing the U.S. and its allies to worry the Kre… https://t.co/VTBt6bBJ78",54
@CBSNews,-0.8126,Mar-30-2018 13:45:19,0.682,0.318,0.0,"Hard numbers:
▪️70: Estimated 70% of guns recovered at crime scenes in Mexico crime since 2009 were purchased in th… https://t.co/3vYMH9fZ4K",55
@CBSNews,0.4215,Mar-30-2018 13:45:01,0.865,0.0,0.135,Walmart's appeal is gaining among Democrats as a majority of shoppers who identify as Democrats now say they would… https://t.co/UFKVL7OOLv,56
